一嗨租车		1899	12	6	40	719	466	22	3	5		72
TOP新娘个性婚纱礼服馆		1900	682	481	2315	53874	5234	50	82	5		94
每克拉美钻石商场		1902	25	24	106	17408	8224	37	4	5		75
薇姿北辰购物中心药店		1904	6	5	26	156		30	0	5		
三E珠宝		1905	0	0	0	105		0	0	5		
派克		1906	3	3	18	418		27	0	5		69
YDC		1907	0	2	6	88		30	1	5		
金萨		1910	1	3	13	140		35	1	5		73
钟鸣鼎宴时尚火锅		1911	19	23	91	19439	22	30	5	5		67
缘圣洁婚纱礼服		1913	8	7	34	863		45	0	5		88
玛洛尼国际时尚教育		1914	4	2	10	324		35	2	5		69
DIONE DASIN		1915	0	1	5	265		32	0	5		69
影客		1916	2	0	3	124		30	0	5		69
阿玛施		1917	1	1	2	36		0	0	5		
生命动力按摩椅		1923	0	1	6	237		10	0	5		69
阿达尼		1925	0	0	1	60		30	0	5		69
快客		1927	8	9	37	628		33	1	5		69
荣香盲人保健按摩中心		1928	25	14	67	1215		35	3	5		73
歌帝梵巧克力		1930	538	516	2217	22734	99	39	44	5		80
V2视觉全球外景摄影机构		1932	562	306	3181	50393	6209	50	44	5		93
玛德琳DIY烘焙体验馆		1933	256	251	925	1560		40	29	5		84
简兮		1934	2	2	6	88		15	0	5		
DELI		1935	25	34	122	1878		30	1	5		
LUXI		1936	1	0	4	117		30	1	5		69
仪美兰美肤纤体		1937	1	1	5	1329	4071	30	0	5		65
东方井泉养生会所		1938	1	1	3	27		0	1	5		
SWATCH		1939	6	7	31	882	781	34	1	5		70
COULISSE		1940	2	4	9	172		30	0	5		
L&C皮革工房		1941	3	4	14	78		0	0	5		
阳光海天停车场		1942	1	1	4	60		0	0	5		
坛子村韩国料理		1944	85	93	368	9439	23	34	10	5		71
钰梵		1946	0	0	2	51		30	0	5		69
纤姿丽颜		1948	1	1	2	237		35	0	5		
爱薇时婚礼策划		1949	12	15	50	2541	24000	40	5	5		83
BALLY		1950	14	11	36	128		35	3	5		
丽然美紫		1951	1	0	1	52		30	0	5		
创意市集		1952	2	4	11	288		32	1	5		70
潮宏基珠宝		1953	5	5	28	734	2207	34	1	5		71
哈木哈木冰淇淋		1954	9	3	26	4461	14	20	0	5		59
章鱼小丸子		1955	44	40	179	5674	8	27	3	4		68
SIMPLE LIFE		1956	9	14	49	449		30	2	5		69
美伊时装饰品		1957	2	1	4	78		32	0	5		69
皙瑞专业抗衰老机构		1958	0	0	0	23		0	0	5		
城乡华懋美食城		1959	5	8	23	954	25	30	3	5		69
鱼旨寿司		1961	1253	1204	5763	64280	66	45	131	5		86
AMF		1963	5	3	17	316		15	0	5		69
HUM		1964	3	9	20	426		31	2	5		69
帝罗斐尼		1965	4	3	14	1317		35	2	5		70
安慕铺形象设计私人工作室		1967	11	12	49	546		35	2	5		73
依篇		1968	6	7	22	618		35	4	5		70
KING GIBSON		1970	0	0	0	158		35	0	5		69
MONETA		1971	2	4	11	448		33	0	5		69
专业玻璃贴膜店		1972	0	1	4	106		0	0	5		
资生堂		1974	8	8	31	1086		35	1	5		72
黑松白鹿		1975	1325	1338	5388	138794	203	40	174	5		82
贝儿多爸爸泡芙工坊		1976	110	102	447	13009	21	39	8	5		80
紫藤茶艺		1977	0	1	1	49		30	1	5		
恒昌珠宝		1978	0	1	3	306		22	0	5		70
上海通用别克4S店		1979	31	23	108	1070		35	4	5		75
GREIFF		1980	1	0	2	57		30	0	5		68
COLUMBIA		1981	7	10	34	583		34	1	5		70
嘉媚乐		1982	3	2	25	247		29	0	5		69
美亚厨具		1984	0	0	1	86		30	0	5		68
极草5X冬虫夏草		1986	2	6	12	290		28	2	5		73
雯莉珠宝		1987	1	1	3	17		30	0	5		
OQO厨具		1988	0	1	3	146		6	0	5		67
罗西尼		1989	2	2	6	244		32	0	5		69
天王表		1990	2	1	5	100		29	0	5		71
IMPETUS		1991	0	0	2	54		18	0	5		69
香港美心月饼专卖店		1992	3	6	17	789		30	0	5		
川石道		1993	8	11	26	242		30	0	5		62
TOUS		1994	10	8	30	716		18	0	5		71
西瓜头奇妙世界		1995	42	47	192	1295		15	6	5		69
ZOFF		1996	43	38	159	2156	792	35	4	5		72
百荣二期外贸尾货		1997	11	19	74	1363		35	3	5		72
婴童乐玩具店		1998	0	2	5	139		35	2	5		
LISPAK		1999	3	2	9	449		30	0	5		69
PONPOKO		2000	2	4	9	78		18	0	5		71
东川麻辣香锅		2001	15	11	55	732	46	31	2	5		68
KSTYLE TOKYO		2002	5	4	22	544		32	0	5		69
腾远兴业汽车服务		2003	2	1	8	219		0	1	5		
提客披萨&烤肉		2004	168	160	766	4271	63	45	20	5		90
可香儿		2006	1	1	6	72		30	0	5		68
鳍趣爆蛋		2007	68	78	321	2381		32	2	5		67
优美瑜伽梵修院		2008	30	328	423	2673		35	7	5		75
BAXY SUPER PREMIUM		2009	2	5	16	69		30	0	5		68
百荣商务礼品汇总		2010	1	3	6	146		30	0	5		
紫云珠宝		2012	0	1	1	273		22	0	5		
歌萱蒂琪		2013	10	6	38	996		30	0	5		69
香啡缤		2016	20	22	90	1791	35	35	3	5		71
TOURBILLON		2018	0	0	6	259		35	0	5		70
哈芬意大利女装		2019	5	2	12	201		25	1	5		69
海盗船		2020	10	9	43	1632	469	34	1	5		71
东煌凯丽酒店		2022	211	180	812	16421	398	40	24	5		81
DILAKS		2023	2	0	2	110		15	0	5		69
维意定制		2025	9	7	17	37		30	2	5		
巧帛		2027	4	0	8	126		18	0	5		69
麻辣诱惑		2028	1754	1645	7218	335585	85	46	176	5		88
ALEXIS		2029	8	9	27	177		35	0	5		
CELANO		2030	6	5	23	355		32	1	5		70
LAVINNE		2031	10	8	40	615		35	0	5		72
汪氏蜂蜜		2032	1	1	5	169		34	0	5		70
隆福寺小吃店		2033	61	65	218	2262		35	7	5		72
BERGHAUS		2034	2	1	8	134		15	0	5		
亨吉利世界名表中心		2035	3	2	8	335		26	0	5		70
权味		2037	205	202	885	23992	34	37	24	5		75
华威佳佳电玩城		2038	108	124	503	3740	76	35	4	5		73
康玉药店		2039	6	13	31	1229		35	1	5		69
ANNE KAREN		2040	22	14	97	1334		34	5	5		71
大玩家电玩		2042	122	132	522	18270	96	38	12	5		78
美脊康健康连锁机构		2043	1	4	8	342		35	0	5		69
嘉乐时尚首饰		2044	1	2	4	241		33	0	5		70
北京三迪科技3D记梦馆		2045	50	57	255	1015		35	8	5		
鼎鑫		2046	0	0	0	45		35	0	5		70
甜蜜爱婚纱摄影工作室		2047	0	1	3	7564		0	0	5		
提籁雅		2048	2	2	8	172		5	0	5		67
PROTEST		2049	6	3	15	131		32	0	5		70
COFFEE TIME		2050	37	49	150	630	55	35	4	5		70
水谷回转寿司		2052	194	170	789	8798	76	35	18	5		72
LELE衣站		2053	0	0	0	50		30	0	5		69
班尼路		2055	2	3	12	736	148	34	0	5		70
托马仕眼镜		2056	7	11	37	1139	1387	35	0	5		71
BIGUPKIDS		2058	1	0	1	40		30	0	5		69
天天旅行社		2059	0	0	0	194		35	0	5		70
米果		2060	1	0	2	78		30	0	5		69
北京巧娘		2061	4	1	10	568		30	0	5		
THE TRENDY SHOP		2063	0	0	3	225		32	0	5		69
亚惠厨房		2064	13	21	60	1875	18	33	3	5		71
鲸波		2065	0	0	0	15		30	0	5		69
太兴餐厅		2066	957	922	3904	155586	91	36	131	5		72
RNA MEDIA		2067	13	5	39	977		35	3	5		70
北苑路烤肉		2068	26	35	100	2152		30	5	5		68
大白小黑饮品店		2070	62	77	275	2150	15	40	9	5		84
吴越人家		2071	8	6	30	751		30	1	5		
DKNY JEANS		2072	8	9	47	1029		31	1	5		67
物美大卖场		2074	32	32	135	7027	66	34	5	5		71
MINIMELTS冰激凌		2075	6	7	32	776		30	2	5		66
SEE MISS		2077	2	6	25	430		32	2	5		70
琉璃工房		2078	11	9	47	3279		35	2	5		73
丽江米线		2079	9	10	41	605	13	30	0	5		69
绝代佳人		2080	2	5	9	103		35	1	5		73
茶大爷		2081	36	36	159	3302	11	34	3	5		70
巴萨美发		2082	9	4	29	99		35	0	5		
REPUBLIC & CO		2083	8	8	35	516		35	0	5		70
WESTLINK		2084	8	11	47	1536	249	34	1	5		71
环球品汇		2085	7	5	25	262		33	1	5		72
菲特尼斯		2086	6	3	17	209		0	1	5		
银仕行		2087	0	1	2	172		35	0	5		70
育才苑		2088	0	0	0	3		0	0	5		
成都美食		2091	6	4	24	1078		35	0	5		70
ARMANI CASA		2092	2	0	6	441		35	0	5		70
孕阁产后修复纤体美颜会所		2093	0	0	1	122		15	0	5		66
食尚		2094	5	4	13	152		35	0	5		71
福奈特		2096	15	16	69	928		27	2	5		69
SEAGULL		2097	3	0	13	266		35	0	5		69
EMPORIO ARMANI		2098	20	18	80	1503		35	3	5		71
BLACK YAK		2099	2	2	8	173		22	1	5		69
PONY		2100	6	4	18	342		34	1	5		70
阔夫人		2102	1	0	1	14		30	0	5		69
FROGMAN		2103	1	5	17	156		35	1	5		70
THE LOUNGE酒廊		2104	94	76	443	3432		35	6	5		70
采活		2105	1	2	6	108		0	0	5		
霹雳道		2106	1	3	7	186		26	0	5		70
一麦稻		2108	5	6	16	480		30	1	5		
PAUL SMITH		2109	43	36	248	2714		35	7	5		76
MARINO FABIANI		2114	3	4	16	183		30	0	5		69
晋师傅削面王		2115	15	18	59	1245		35	1	5		70
艾格		2116	6	7	36	870	354	33	0	5		70
TAPENADE		2122	5	4	20	360		35	0	5		70
THREESOCIETY		2123	1	2	9	80		30	1	5		
哈霸欧顶		2124	135	168	625	8231	28	30	21	5		65
LCUTE		2126	0	0	1	13		0	0	5		
兰香叶越南泰国菜		2130	249	212	1031	199078	69	35	47	5		73
DJ_MONKEY音乐工作室		2132	8	9	36	371		35	1	5		69
随享酒肆		2133	1	1	8	41		30	0	5		
NEW YORK FRIES		2134	991	837	4341	22327	30	45	111	5		85
固瑞齿科		2135	52	46	213	9152	2030	32	9	5		69
BIBA		2136	0	1	4	614		32	0	5		69
ARCO		2137	3	8	22	196		35	1	5		71
冰澜鲜茶饮		2139	5	4	18	1513	12	30	0	5		69
紫光游戏厅		2140	64	67	289	4846	37	30	2	5		69
汇园佳丽美容美发		2142	2	4	7	52		0	0	5		
摩萨克		2143	3	2	7	27		30	0	5		
CEEN皮鞋		2144	0	1	4	22		30	0	5		
过锅瘾三汁焖锅		2145	504	528	2086	11862	69	40	40	5		84
瞳海鲜料理		2147	3422	3064	13879	74107	237	50	331	5		90
OPENING SOON		2148	0	0	0	11		0	0	5		
牛尔娜露可NARUKO		2150	7	6	42	1106	158	35	0	5		72
百思图		2151	2	2	9	435		35	0	5		70
生活无限		2152	8	10	40	465		34	0	5		69
LEAPING TOTS 乐兜儿童成长中心		2153	3	9	15	130		0	1	5		
成尔酒行		2154	3	2	13	378		32	0	5		70
东风日产		2155	12	16	50	676		35	5	5		70
帝爱儿童摄影		2156	17	3	44	19276	604	35	1	5		73
黑黛连锁补发织发假发健发养发增发中心		2157	21	22	93	1194		32	2	5		71
SCHWEIZER		2158	0	4	7	105		35	3	5		71
TENGS		2161	1	0	2	118		9	0	5		69
过桥米线		2162	16	21	78	975		32	1	5		68
博朗		2163	3	3	15	222		33	0	5		70
天绿回转寿司		2165	37	43	168	6222	45	30	3	5		69
柯达彩扩		2166	15	11	41	3892		30	1	5		63
东和图片		2167	7	3	20	1536		18	0	5		69
STACCATO		2168	15	14	75	570		35	2	5		76
依绫尔原单服饰中心		2169	0	0	0	175		0	0	5		
睿威思德皮鞋		2170	2	0	6	26		35		5		73
必品阁		2171	1086	1038	4544	60666	84	42	110	5		82
卡耐基成功素质培训学校		2174	2	3	10	158		30	0	5		69
金蒂铱人		2175	11	14	51	422		30	0	5		
鄂尔多斯奥群直营店		2177	2	4	11	32		0	1	5		
恒基中心婚庆广场		2178	0	2	4	426		35	0	5		70
仟签会串串香火锅		2179	1577	1422	6843	171696	82	45	138	5		84
快乐柠檬REAL FRESH TEA		2180	69	66	275	9663	12	37	6	5		75
北京玉玺缘阁婚礼策划有限公司		2181	0	1	6	28		0	0	5		
火炉火年糕火锅		2183	3981	3798	18011	91190	53	38	303	5		77
迷奇		2184	2	2	8	342		34	0	5		70
紫晶国际美容		2186	2	2	10	810		32	0	5		70
国瑞购物中心地下停车场		2187	5	4	14	49		0	0	5		
肚脐眼		2188	11	9	27	702		35	0	5		73
FAMOUSLOGO		2189	2	7	24	237		30	0	5		
苏泊尔厨具专卖店		2191	2	0	15	371		30	0	5		68
CANUDILO		2192	0	1	1	212		16	0	5		69
小辉哥火锅		2193	1173	1124	5118	50806	128	45	133	5		87
THEMIS		2195	0	0	2	202		30	0	5		69
精致超市		2196	10	6	28	491		35	1	5		73
HOBBEMA		2197	5	2	17	561		35	1	5		70
亦购特惠商城		2198	10	9	49	2985	150	35	0	5		70
小米读书馆		2200	133	131	464	6350		35	12	5		72
唐美发艺		2201	98	90	474	29309	228	35	8	5		75
WOLSEY		2202	1	1	4	55		20	0	5		70
艺方美术中心		2203	1	0	1	201		0	0	5		
宜美纳家居用品		2205	0	0	3	196		0	0	5		
JP		2206	2	7	16	144		35	0	5		72
天伯伦童装		2207	4	3	11	147		0	1	5		
MELISSA		2208	8	8	36	2194		29	1	5		71
爱迪国际学校		2209	7	11	43	1216		30	0	5		68
国贸三期BOSE音像店		2210	12	7	40	133		0	0	5		
鑫达雅氏红酒		2211	1	1	3	108		35	0	5		73
路易小餐厅		2214	190	230	814	35467	43	35	30	5		72
食通天美食广场		2215	60	49	251	4635	25	35	6	5		71
沃3G体验中心		2216	0	0	1	59		35	0	5		70
恭喜恭喜		2218	232	242	1059	29157	28	37	22	5		74
芭拿娜服酷韩国品牌童装		2221	2	2	6	29		30	0	5		
艾文莉		2223	0	0	2	524		33	0	5		70
D咖啡厅		2224	1	7	25	430		30	1	5		
哈哈童影		2226	0	1	1	13		35	0	5		
TONINO LAMBORGHINI		2227	3	0	4	86		32	0	5		
巴黎卡诗		2228	11	9	55	704		35	0	5		69
GUESS WATCH		2229	11	10	48	1508	1160	34	2	5		71
JAZCU JUICE BAR		2230	26	34	132	5143	22	34	4	5		72
中里巴人养生机构		2232	5	4	17	1365	1115	30	0	5		69
一汽大众4S店		2233	69	78	293	7432		30	15	5		68
爱卿阁嫁妆工作室		2235	1	1	4	448		0	0	5		
电子城金牌装机店		2238	1	2	15	150		35	0	5		70
东风雪铁龙4S店		2239	8	15	60	609		35	4	5		69
芝多多现烘芝士		2240	104	101	427	2581	39	37	13	5		74
东风日产4S店		2242	11	9	45	471		35	1	5		71
亚历山大头饰		2243	8	5	24	1969		31	1	5		69
爱机百变		2244	4	2	10	126		35	0	5		70
意大利面条		2246	18	18	66	103		35	0	5		77
LOHO眼镜生活		2247	48	36	200	1766	492	22	8	5		86
UNDER ARMOUR		2248	104	102	486	3874	865	35	29	5		75
NANCY K		2249	6	7	25	894		32	2	5		69
悄悄话巧克力		2251	34	24	121	2122		32	4	5		74
茶湾		2252	14	13	51	228		35	3	5		74
金顺熙美容院		2256	1	4	5	33		0	0	5		
PORTS		2258	5	5	19	735		33	2	5		70
面酷		2261	180	187	743	78275	58	35	17	5		73
老家肉饼		2262	26	21	92	1726	20	35	2	5		70
CICADA ULTRALOUNGE		2263	63	80	291	3368		35	6	5		71
ZOPPINI		2264	2	1	6	196		35	1	5		72
GILLIVO		2265	7	6	23	310		33	2	5		70
大西洋新城停车场		2266	2	1	6	106		18	0	5		70
巴黎春天婚纱馆		2267	4	2	24	244		35	0	5		
绿茵停车场洗车部		2269	12	5	27	435		0	0	5		
泰国佛牌		2270	4	2	9	436		35	0	5		70
LOWA(甘家口)		2273	2	2	8	60		30	0	5		
ROLEX		2276	7	10	35	683		34	1	5		70
名片天下		2277	12	14	54	2247	73	30	1	5		68
APRIL		2278	0	0	1	18		30	0	5		
韩中情		2279	246	220	982	34369	38	35	33	5		75
香港卡诺斯礼服		2280	4	4	21	689		40	1	5		80
天福茗茶		2281	3	2	10	502		33	0	5		70
乐购仕生活广场		2282	30	23	116	7724	2968	35	4	5		71
千景树云南菜馆		2283	244	194	974	26573	96	38	34	5		75
北美环球英语培训		2284	0	1	2	142		0	0	5		
尼尔森非常玉米		2285	21	21	75	733		35	3	5		69
纸风车儿童摄影		2286	3	7	18	153		0	1	5		
银时代		2289	2	2	10	332		31	1	5		67
芒果香山		2290	190	162	774	6248	28	35	14	5		82
朗泉中国		2291	0	0	7	228		0	0	5		
鸿雅依涟		2292	7	10	36	1044	82	32	1	5		68
ASLEN		2293	1	2	4	164		35	0	5		73
京兰床垫		2294	1	1	7	48		30	0	5		
亿龙钻石		2296	2	4	12	875		35	1	5		70
风尚生活馆		2297	3	5	17	62		30	1	5		
派丽蒙		2298	5	2	18	115		35	1	5		73
CARAVA		2299	0	1	3	315		30	0	5		69
食其家		2301	443	494	1899	19920	27	45	74	5		85
自然之宝		2302	2	1	6	98		25	0	5		70
STENDERS		2303	6	7	30	1461	444	32	1	5		68
海澜萱迪		2304	0	0	1	205		0	0	5		
普光阁		2305	0	0	2	74		35	0	5		69
思菩蘭		2306	1	1	2	198		15	0	5		
LE SALON		2309	35	36	130	2931		35	5	5		71
RAINFOREST		2310	0	2	4	27		35	0	5		69
4D动感影院		2311	3	6	15	52		35	1	5		
隐泉之语		2312	547	530	2071	49259	191	37	68	5		73
天厨妙香素食馆		2314	2379	1899	9134	349175	67	50	300	5		91
手作银记		2315	1	9	12	44		30	2	5		
RTW		2318	1	3	8	129		30	2	5		69
印度飞饼		2320	48	42	176	1575	16	32	2	5		69
梦洁家纺		2321	2	2	12	183		14	0	5		68
联通永安里营业厅		2325	69	51	219	1036		35	2	5		75
CYMA		2326	0	1	1	71		30	0	5		64
利德尔		2327	0	0	1	50		25	0	5		69
CHICHI'S美式墨西哥餐厅		2328	1171	1160	4299	52467	120	40	109	5		82
好孩子星站（KIDS STATION）		2330	4	10	30	101		0	0	5		
ARROW		2331	1	2	9	169		32	1	5		70
3时女装		2332	40	18	148	1185		35	5	5		73
魅力百合婚纱礼服		2333	2	2	11	348		35	0	5		76
老K小吃城		2334	12	8	37	1108	14	30	0	5		65
SPIGE		2335	2	2	23	318		35	0	5		69
VALSE MAITRE		2336	4	1	14	413		10	0	5		69
红袖坊		2337	2	3	9	142		25	1	5		69
唯美度美容院		2338	6	5	30	1384	1470	30	1	5		67
TOONSLAND童装		2340	3	3	11	263		32	0	5		70
湾仔鱼丸汤		2341	34	36	146	1024		30	0	5		69
思凯乐		2344	2	1	6	138		33	0	5		71
杜尚甜品		2346	27	22	90	1264	53	35	2	5		72
卡利亚里		2347	2	2	6	227		26	0	5		69
千贺宗刺青		2348	8	8	46	902		30	0	5		
尚雅造型		2353	4	0	10	125		30	0	5		
好宜买眼镜超市		2354	33	20	83	4790	370	35	4	5		73
黛英服装店		2355	2	1	7	188		26	0	5		72
麻辣烫烫		2359	75	75	276	3518	21	35	11	5		75
手模特		2360	11	11	44	2115	212	30	1	5		65
LEON礼服定制		2361	0	1	8	25		0	0	5		
劳伦斯		2363	1	0	2	10		0	0	5		
KASERLING		2364	0	1	1	27		35	0	5		69
达芙妮绿地缤纷城		2365	4	4	22	102		35	0	5		
莱姿		2367	0	0	1	125		10	0	5		69
吃在广州		2368	8	15	47	600		30	2	5		65
中国银行24小时自助银行		2370	0	1	4	51		0	0	5		
巴黎贝甜		2371	563	567	2338	45560	26	45	53	5		86
小小运动馆		2372	52	55	209	2258	9432	35	9	5		72
孔乙己小馆		2373	1548	1458	6021	156786	112	40	194	5		82
上美泰康益生会所		2375	36	20	102	1354		35	3	5		69
必胜客宅急送四季青		2377	63	62	218	531		35	3	5		75
BASIC HOUSE		2378	40	42	164	2148		35	7	5		70
妙采		2379	2	2	4	138		32	0	5		69
汉光瓷		2380	0	1	6	204		0	0	5		
玛丝菲尔		2385	19	13	49	624		33	2	5		72
台家湾		2386	68	59	278	907	61	30	5	5		68
法文箱子		2392	7	5	27	109		35	0	5		72
LACASA优家·家纺		2395	0	3	7	34		0	0	5		
秦门		2396	851	835	2925	5230	39	40	122	5		83
谭匠绿地缤纷城		2397	2	3	10	48		30	0	5		
SANCARDY		2399	6	3	21	1039		35	1	5		69
黄记煌三汁焖锅		2400	981	944	4078	64103	73	42	82	5		82
尊萃时光别馆		2402	19	26	76	581		30	2	5		
七匹狼绿地缤纷城		2404	0	0	0	13		0	0	5		
运动宝贝早教机构		2405	21	20	79	761		40	5	5		79
红黄蓝化妆美睫		2406	10	20	65	473		30	0	5		
绿地缤纷城  水晶坊		2407	1	2	9	47		35	1	5		
铁板烧美食		2408	8	6	47	895		35	1	5		
胧月轩		2409	51	59	224	4220	43	30	7	5		62
FION		2411	1	3	16	142		35	0	5		69
LA MIU		2412	14	12	60	4869	152	35	0	5		72
茱莉蔻		2414	0	1	7	99		30	0	5		
爱慕儿童		2417	6	8	29	379		35	0	5		72
汉堡王		2418	595	826	2755	93077	32	47	70	5		90
T.秀韩版女装		2419	0	0	2	171		0	0	5		
欧罗汇国际家居		2420	23	11	67	1596	17867	35	5	5		76
蓝豹		2421	15	14	67	1112		30	8	5		66
I BABY		2422	12	6	44	558		35	0	5		73
PRIVATE STRUCTURE		2423	2	5	19	4699		32	0	5		69
合利屋餐饮		2424	42	34	112	211		30	7	5		
古今		2428	5	2	16	417		34	0	5		70
SAINTMRC尚玛可家纺		2430	1	5	12	69		35	0	5		70
3Q脆皮鸡排		2431	36	40	147	1006	17	35	6	5		71
锟其造型		2433	4	1	8	190		35	0	5		70
木子曼溪		2434	0	0	0	4		0	0	5		
VAN CLEEF & ARPELS		2436	38	48	178	3908		38	4	5		77
方太厨具		2437	0	1	3	146		30	0	5		67
瑞宝表		2438	1	1	4	444		35	0	5		69
SNOOPY GARDEN		2439	275	237	1052	16811	121	40	41	5		83
绿地缤纷城  HOMILHODO		2440	12	12	44	169		30	0	5		
酷机佰变		2441	0	1	6	102		35	0	5		71
伊人汇舞蹈工作室		2443	10	10	27	32		35	2	5		
岳记火烧驴		2444	15	11	56	480		35	1	5		70
CK		2445	8	5	24	472		33	0	5		72
哈森		2446	1	2	5	194		33	0	5		70
将太无二		2447	3724	3627	15968	382487	127	49	434	5		91
OCEANS		2448	1	0	1	124		30	0	5		69
武艺宝贝功夫会馆		2449	5	1	10	69		35	0	5		
航母家政		2450	1	2	6	277		0	1	5		
香巴拉		2452	321	192	1043	18020	44	40	40	5		77
苗乡楼		2453	325	320	1381	37210	104	32	33	5		69
I'M心悦		2454	16	14	56	253		32	6	5		70
维纳斯绿地缤纷城		2456	3	4	16	70		30	0	5		
MODO URBAN DELI		2457	178	219	864	49024	128	35	26	5		74
丸美		2462	4	2	11	236		35	0	5		71
戴梦得		2463	2	3	9	356		34	0	5		71
东欧地接社		2464	0	0	3	140		32	0	5		72
贝洛妮		2465	3	2	11	358		25	1	5		69
亦庄创意生活广场停车场		2466	8	7	17	433		35	0	5		74
尼克超市		2468	19	14	72	2961	32	35	5	5		70
保利摄影		2469	21	20	84	3735	2175	45	0	5		88
柏斯琴行		2470	16	18	76	1189		34	3	5		73
爵士屋		2471	873	834	3407	24640	107	40	71	5		82
丽家宝贝		2474	47	48	222	4975	221	37	7	5		76
王府井百货羽绒服厅		2475	6	25	52	285		35	2	5		69
爬山虎		2476	2	2	11	137		35	0	5		69
博文智星国际全脑早教		2479	0	0	0	11		0	0	5		
妈妈好孩子		2480	19	12	81	1990	233	38	3	5		76
出巷入巷 精品创意菜		2481	2194	3957	9808	13612	93	50	332	5		91
睛姿		2482	25	20	114	3236	445	32	5	5		70
美吉姆国际儿童教育中心		2484	59	53	229	2822	12198	38	7	5		74
安娜苏		2485	10	10	47	1860	421	35	0	5		72
丽之风美容美体连锁机构		2487	10	9	38	4776	1669	32	2	5		70
B.SILLY		2488	2	1	7	489		35	0	5		69
绿地缤纷城  姚领		2489	0	2	5	50		30	1	5		64
美浓派通		2491	0	0	0	161		0	0	5		
浙江名品中心		2492	10	1	22	1114	28	30	0	5		67
CATIMINI		2493	2	1	7	263		0	0	5		
爱家讲座		2494	0	1	2	68		35	0	5		70
中国邮政储蓄银行ATM		2496	1	0	2	25		30	0	5		
NANCY美睫		2497	18	11	58	951		35	0	5		
龙发装饰		2499	29	26	104	3961		35	6	5		70
叶问养生酒		2500	0	1	5	100		35	0	5		71
鲜美100		2501	8	8	42	174		32	1	5		77
DANSTYLE		2502	61	54	239	615		30	8	5		
心芯婚礼策划		2504	8	9	30	2395	24036	38	3	5		78
铁板靓汤		2505	8	4	31	1030		30	1	5		68
贝果		2507	731	670	2616	28057	17	45	55	5		88
宝宝秀俱乐部		2508	10	4	30	140		20	3	5		59
赛乐国际英语		2510	1	0	2	131		35	0	5		69
国秀堂中华养生美容馆		2511	4	2	15	1480	156	30	1	5		68
诺伊曼崇光百货		2512	5	2	22	114		35	0	5		
爱慕		2513	5	5	23	615		34	0	5		70
夏娃之秀		2517	5	0	9	83		35	0	5		69
中国大饭店游泳池		2520	120	125	463	12908		35	24	5		74
斯沃琪维修中心		2522	33	20	130	2149		30	6	5		68
德川家日本料理		2523	637	620	2384	52434	194	35	60	5		72
亦卉		2524	0	0	0	11		30	0	5		69
勒弗服饰俱乐部		2525	0	0	0	411		0	0	5		
CAMEL ACTIVE		2527	1	2	12	340		35	0	5		69
魔力点子求婚策划		2529	3	0	6	266		0	0	5		
串之乡居酒屋		2530	1734	1849	6470	12848	65	50	166	5		91
川百汇香锅烤鱼		2532	146	150	620	6474	78	38	9	5		74
克蕾丝丹妮		2533	1	0	3	105		12	0	5		69
酷圣石		2534	361	365	1462	43034	40	43	26	5		84
LEXON		2537	6	2	20	343		32	0	5		71
依文		2539	4	2	10	192		27	1	5		69
西安名小吃		2540	18	17	62	109		30	4	5		
佤族原生态火锅		2542	26	20	93	1353		35	1	5		70
福太太		2543	1	0	2	34		30	0	5		69
毫末私人形象会所		2545	3	1	8	56		30	0	5		
麦福德		2546	4	1	9	94		30	0	5		
BYFORD		2548	3	2	13	174		19	0	5		70
鹤千里韩式烧烤		2549	249	229	1096	36219	74	30	27	5		66
LOTION SPA		2552	6	4	20	306	204	32	0	5		68
快乐茶客		2553	4	1	8	441		35	0	5		69
甲锅乙锅		2555	136	187	637	23750	50	35	22	5		71
柔婷		2557	3	4	18	300		32	0	5		70
张秉贵纪念馆		2558	5	1	14	517		35	0	5		74
中信银行24小时自助银行		2559	2	0	5	48		0	0	5		
DUXIANA		2562	1	1	7	197		30	0	5		69
华夏童年早教中心		2563	3	8	18	707		30	1	5		69
爱马仕		2564	80	81	348	7614	9536	34	7	5		72
智联经纬教育		2565	9	4	20	664	3266	30	3	5		65
五棵松体育馆		2566	116	89	452	10186	489	45	10	5		86
身临奇境7D多人对战互动体验馆		2571	2	0	12	164		30	0	5		63
9代驾		2574	4	1	9	195		0	0	5		
合中圆麻辣香锅		2575	16	14	54	1373	51	30	0	5		64
CELDEN		2577	0	2	8	222		0	0	5		
安宇教育		2579	0	0	1	252		35	0	5		70
三亿珠宝		2581	1	0	7	150		35	0	5		70
G2000		2582	20	22	102	2604	782	34	3	5		72
ALADDIN		2583	0	0	1	39		30	0	5		67
莱茵女装		2584	4	2	12	666		25	0	5		70
十月妈咪		2585	9	9	44	961		22	1	5		72
京微伊美美容中心		2586	1	0	5	144		30	0	5		68
DRESSER		2589	1	2	9	193		30	0	5		69
ALEXANDRE ZOUARI		2590	3	4	12	284		30	1	5		66
FORMOSA TEA		2591	14	14	56	1514	13	30	0	5		66
李宁专卖		2592	3	1	8	57		22	0	5		
修身堂		2603	31	7	64	14226		30	1	5		69
才子男装		2604	5	3	14	339		35	0	5		76
AUSTEN		2605	2	4	18	432		35	1	5		70
潘朵拉		2606	72	73	285	2671		35	7	5		73
娇人美研美容馆		2607	4	4	17	109		35	0	5		73
